review,cleaned_review,rating,date,bank,sentiment_label,sentiment_score,identified_theme
"Loading takes too long, need optimization Great work!","loading takes too long, need optimization great work!",2,2026-03-19,CBE,positive,0.475,Other
"Fast and secure, recommended for everyone","fast and secure, recommended for everyone",3,2025-12-15,CBE,positive,0.30000000000000004,Transaction Performance
Customer support helped me resolve my issue quickly,customer support helped me resolve my issue quickly,1,2026-03-27,CBE,positive,0.3333333333333333,Customer Support
"Loading takes too long, need optimization","loading takes too long, need optimization",3,2026-02-08,CBE,neutral,0.5,Other
Transaction failed multiple times today So frustrating.,transaction failed multiple times today so frustrating.,4,2026-01-11,CBE,negative,0.3,Transaction Performance
Very reliable for daily transactions So frustrating.,very reliable for daily transactions so frustrating.,4,2026-03-01,CBE,neutral,0.5,Transaction Performance
"Loading takes too long, need optimization Great work!","loading takes too long, need optimization great work!",5,2026-05-13,CBE,positive,0.475,Other
"App is very slow during transfers, takes forever to process","app is very slow during transfers, takes forever to process",5,2026-02-19,CBE,negative,0.39000000000000007,Transaction Performance
App freezes on payment screen Very disappointed.,app freezes on payment screen very disappointed.,5,2026-01-30,CBE,negative,0.9750000000000001,Transaction Performance
App freezes on payment screen Update needed.,app freezes on payment screen update needed.,4,2025-11-22,CBE,neutral,0.5,Transaction Performance
"Please add dark mode, it's hard on eyes at night So frustrating.","please add dark mode, it's hard on eyes at night so frustrating.",4,2025-12-20,CBE,negative,0.28055555555555556,Feature Requests
Customer support helped me resolve my issue quickly Update needed.,customer support helped me resolve my issue quickly update needed.,4,2026-03-19,CBE,positive,0.3333333333333333,Customer Support
Fingerprint login would make it perfect Please fix!,fingerprint login would make it perfect please fix!,5,2026-03-15,CBE,positive,1.0,Account Access
"Please add dark mode, it's hard on eyes at night Please fix!","please add dark mode, it's hard on eyes at night please fix!",4,2025-11-20,CBE,negative,0.2572916666666667,Feature Requests
"Great UI design, best banking app in Ethiopia Highly recommend.","great ui design, best banking app in ethiopia highly recommend.",4,2026-02-10,CBE,positive,0.6533333333333333,UI and Design
Good app but needs fingerprint login feature Great work!,good app but needs fingerprint login feature great work!,4,2026-03-05,CBE,positive,0.85,Account Access
App crashes when I try to pay bills Update needed.,app crashes when i try to pay bills update needed.,3,2026-03-01,CBE,neutral,0.5,App Stability
Good app but needs fingerprint login feature Update needed.,good app but needs fingerprint login feature update needed.,2,2026-04-27,CBE,positive,0.7,Account Access
Very reliable for daily transactions Update needed.,very reliable for daily transactions update needed.,3,2025-12-28,CBE,positive,0.1,Transaction Performance
"Loading takes too long, need optimization Update needed.","loading takes too long, need optimization update needed.",3,2026-01-30,CBE,neutral,0.5,Other
Transaction failed multiple times today Very disappointed.,transaction failed multiple times today very disappointed.,5,2026-02-26,CBE,negative,0.4916666666666667,Transaction Performance
Transaction failed multiple times today Great work!,transaction failed multiple times today great work!,1,2026-04-19,CBE,positive,0.16666666666666666,Transaction Performance
Customer support helped me resolve my issue quickly So frustrating.,customer support helped me resolve my issue quickly so frustrating.,3,2026-03-16,CBE,negative,0.4,Customer Support
"Love the interface, very user friendly and intuitive","love the interface, very user friendly and intuitive",4,2026-02-15,CBE,positive,0.35833333333333334,UI and Design
App crashes when I try to pay bills,app crashes when i try to pay bills,5,2026-01-07,CBE,neutral,0.5,App Stability
"App is very slow during transfers, takes forever to process Update needed.","app is very slow during transfers, takes forever to process update needed.",4,2026-04-22,CBE,negative,0.39000000000000007,Transaction Performance
"Fast and secure, recommended for everyone Great work!","fast and secure, recommended for everyone great work!",3,2025-12-14,CBE,positive,0.5333333333333333,Transaction Performance
App crashes when I try to pay bills Very disappointed.,app crashes when i try to pay bills very disappointed.,3,2026-04-28,CBE,negative,0.9750000000000001,App Stability
"Please add dark mode, it's hard on eyes at night Very disappointed.","please add dark mode, it's hard on eyes at night very disappointed.",5,2026-01-11,CBE,negative,0.47222222222222227,Feature Requests
"Fast and secure, recommended for everyone So frustrating.","fast and secure, recommended for everyone so frustrating.",5,2026-01-03,CBE,neutral,0.5,Transaction Performance
Customer support helped me resolve my issue quickly Highly recommend.,customer support helped me resolve my issue quickly highly recommend.,4,2026-01-29,CBE,positive,0.16,Customer Support
"Please add dark mode, it's hard on eyes at night Update needed.","please add dark mode, it's hard on eyes at night update needed.",3,2026-03-28,CBE,negative,0.22083333333333333,Feature Requests
Customer support helped me resolve my issue quickly So frustrating.,customer support helped me resolve my issue quickly so frustrating.,5,2026-04-22,CBE,negative,0.4,Customer Support
"Love the interface, very user friendly and intuitive","love the interface, very user friendly and intuitive",3,2026-03-05,CBE,positive,0.35833333333333334,UI and Design
Transaction failed multiple times today Very disappointed.,transaction failed multiple times today very disappointed.,4,2026-04-20,CBE,negative,0.4916666666666667,Transaction Performance
"OTP never arrives, please fix this issue urgently Great work!","otp never arrives, please fix this issue urgently great work!",3,2026-02-10,CBE,positive,1.0,Account Access
App crashes when I try to pay bills Please fix!,app crashes when i try to pay bills please fix!,5,2026-01-08,CBE,neutral,0.5,App Stability
"Please add dark mode, it's hard on eyes at night Please fix!","please add dark mode, it's hard on eyes at night please fix!",1,2026-01-04,CBE,negative,0.2572916666666667,Feature Requests
Good app but needs fingerprint login feature So frustrating.,good app but needs fingerprint login feature so frustrating.,4,2026-02-07,CBE,positive,0.14999999999999997,Account Access
"Please add dark mode, it's hard on eyes at night Please fix!","please add dark mode, it's hard on eyes at night please fix!",1,2026-05-06,CBE,negative,0.2572916666666667,Feature Requests
"Loading takes too long, need optimization Great work!","loading takes too long, need optimization great work!",5,2025-11-29,CBE,positive,0.475,Other
"Login issues every time, very frustrating Very disappointed.","login issues every time, very frustrating very disappointed.",5,2026-04-08,CBE,negative,0.7475,Account Access
"App is very slow during transfers, takes forever to process","app is very slow during transfers, takes forever to process",5,2025-12-24,CBE,negative,0.39000000000000007,Transaction Performance
Good app but needs fingerprint login feature Please fix!,good app but needs fingerprint login feature please fix!,5,2026-03-27,CBE,positive,0.875,Account Access
Customer support helped me resolve my issue quickly So frustrating.,customer support helped me resolve my issue quickly so frustrating.,5,2026-03-28,CBE,negative,0.4,Customer Support
"Loading takes too long, need optimization Great work!","loading takes too long, need optimization great work!",5,2026-04-01,CBE,positive,0.475,Other
Customer support helped me resolve my issue quickly,customer support helped me resolve my issue quickly,5,2026-03-27,CBE,positive,0.3333333333333333,Customer Support
"Great UI design, best banking app in Ethiopia","great ui design, best banking app in ethiopia",5,2026-01-26,CBE,positive,0.9,UI and Design
App crashes when I try to pay bills So frustrating.,app crashes when i try to pay bills so frustrating.,5,2025-12-24,CBE,negative,0.4,App Stability
"Please add dark mode, it's hard on eyes at night So frustrating.","please add dark mode, it's hard on eyes at night so frustrating.",3,2026-02-15,CBE,negative,0.28055555555555556,Feature Requests
"Fast and secure, recommended for everyone Highly recommend.","fast and secure, recommended for everyone highly recommend.",3,2026-03-27,CBE,positive,0.25333333333333335,Transaction Performance
App crashes when I try to pay bills Highly recommend.,app crashes when i try to pay bills highly recommend.,2,2026-03-25,CBE,positive,0.16,App Stability
Good app but needs fingerprint login feature So frustrating.,good app but needs fingerprint login feature so frustrating.,1,2025-12-08,CBE,positive,0.14999999999999997,Account Access
"App is very slow during transfers, takes forever to process Great work!","app is very slow during transfers, takes forever to process great work!",2,2026-01-19,CBE,positive,0.30499999999999994,Transaction Performance
"App is very slow during transfers, takes forever to process Please fix!","app is very slow during transfers, takes forever to process please fix!",5,2026-02-22,CBE,negative,0.4875000000000001,Transaction Performance
App crashes when I try to pay bills Great work!,app crashes when i try to pay bills great work!,5,2025-11-26,CBE,positive,1.0,App Stability
"Please add dark mode, it's hard on eyes at night So frustrating.","please add dark mode, it's hard on eyes at night so frustrating.",4,2025-11-27,CBE,negative,0.28055555555555556,Feature Requests
"Love the interface, very user friendly and intuitive Very disappointed.","love the interface, very user friendly and intuitive very disappointed.",4,2026-04-15,CBE,neutral,0.5,UI and Design
"Great UI design, best banking app in Ethiopia Update needed.","great ui design, best banking app in ethiopia update needed.",3,2026-04-05,CBE,positive,0.9,UI and Design
"Login issues every time, very frustrating Please fix!","login issues every time, very frustrating please fix!",5,2025-12-30,CBE,negative,0.65,Account Access
App crashes when I try to pay bills Please fix!,app crashes when i try to pay bills please fix!,1,2026-01-04,CBE,neutral,0.5,App Stability
"Please add dark mode, it's hard on eyes at night Update needed.","please add dark mode, it's hard on eyes at night update needed.",4,2026-03-11,CBE,negative,0.22083333333333333,Feature Requests
App crashes when I try to pay bills Very disappointed.,app crashes when i try to pay bills very disappointed.,5,2026-01-07,CBE,negative,0.9750000000000001,App Stability
Customer support helped me resolve my issue quickly Great work!,customer support helped me resolve my issue quickly great work!,2,2026-04-05,CBE,positive,1.0,Customer Support
"Please add dark mode, it's hard on eyes at night","please add dark mode, it's hard on eyes at night",2,2026-01-29,CBE,negative,0.22083333333333333,Feature Requests
"OTP never arrives, please fix this issue urgently Update needed.","otp never arrives, please fix this issue urgently update needed.",2,2026-03-01,CBE,neutral,0.5,Account Access
"Love the interface, very user friendly and intuitive Great work!","love the interface, very user friendly and intuitive great work!",4,2026-05-17,CBE,positive,0.51875,UI and Design
"Please add dark mode, it's hard on eyes at night So frustrating.","please add dark mode, it's hard on eyes at night so frustrating.",1,2026-04-02,CBE,negative,0.28055555555555556,Feature Requests
"OTP never arrives, please fix this issue urgently Please fix!","otp never arrives, please fix this issue urgently please fix!",4,2026-02-07,CBE,neutral,0.5,Account Access
"Great UI design, best banking app in Ethiopia Update needed.","great ui design, best banking app in ethiopia update needed.",3,2025-12-15,CBE,positive,0.9,UI and Design
"Please add dark mode, it's hard on eyes at night So frustrating.","please add dark mode, it's hard on eyes at night so frustrating.",5,2026-01-15,CBE,negative,0.28055555555555556,Feature Requests
"Great UI design, best banking app in Ethiopia So frustrating.","great ui design, best banking app in ethiopia so frustrating.",4,2026-04-17,CBE,positive,0.4666666666666666,UI and Design
"Login issues every time, very frustrating Please fix!","login issues every time, very frustrating please fix!",4,2026-01-03,CBE,negative,0.65,Account Access
"App is very slow during transfers, takes forever to process Update needed.","app is very slow during transfers, takes forever to process update needed.",4,2026-04-06,CBE,negative,0.39000000000000007,Transaction Performance
"Loading takes too long, need optimization Update needed.","loading takes too long, need optimization update needed.",4,2026-02-27,CBE,neutral,0.5,Other
Customer support helped me resolve my issue quickly,customer support helped me resolve my issue quickly,4,2025-11-26,CBE,positive,0.3333333333333333,Customer Support
"Fast and secure, recommended for everyone","fast and secure, recommended for everyone",4,2025-11-20,CBE,positive,0.30000000000000004,Transaction Performance
App freezes on payment screen Update needed.,app freezes on payment screen update needed.,4,2026-05-10,CBE,neutral,0.5,Transaction Performance
"Please add dark mode, it's hard on eyes at night Great work!","please add dark mode, it's hard on eyes at night great work!",1,2026-03-02,CBE,positive,0.18611111111111112,Feature Requests
"Fast and secure, recommended for everyone Highly recommend.","fast and secure, recommended for everyone highly recommend.",1,2025-11-26,CBE,positive,0.25333333333333335,Transaction Performance
Good app but needs fingerprint login feature Very disappointed.,good app but needs fingerprint login feature very disappointed.,5,2026-03-13,CBE,negative,0.13750000000000007,Account Access
"Great UI design, best banking app in Ethiopia","great ui design, best banking app in ethiopia",4,2026-04-28,CBE,positive,0.9,UI and Design
Very reliable for daily transactions Update needed.,very reliable for daily transactions update needed.,3,2025-12-28,CBE,positive,0.1,Transaction Performance
"Loading takes too long, need optimization Update needed.","loading takes too long, need optimization update needed.",3,2026-02-06,CBE,neutral,0.5,Other
"Fast and secure, recommended for everyone So frustrating.","fast and secure, recommended for everyone so frustrating.",5,2026-03-25,CBE,neutral,0.5,Transaction Performance
"OTP never arrives, please fix this issue urgently Update needed.","otp never arrives, please fix this issue urgently update needed.",3,2026-04-06,CBE,neutral,0.5,Account Access
"Fast and secure, recommended for everyone So frustrating.","fast and secure, recommended for everyone so frustrating.",5,2026-04-02,CBE,neutral,0.5,Transaction Performance
"Great UI design, best banking app in Ethiopia Please fix!","great ui design, best banking app in ethiopia please fix!",3,2026-04-05,CBE,positive,0.9,UI and Design
App freezes on payment screen Highly recommend.,app freezes on payment screen highly recommend.,3,2025-12-02,CBE,positive,0.16,Transaction Performance
Very reliable for daily transactions Very disappointed.,very reliable for daily transactions very disappointed.,3,2025-12-07,CBE,negative,0.25833333333333336,Transaction Performance
App freezes on payment screen Highly recommend.,app freezes on payment screen highly recommend.,4,2026-04-16,CBE,positive,0.16,Transaction Performance
App crashes when I try to pay bills So frustrating.,app crashes when i try to pay bills so frustrating.,2,2026-02-12,CBE,negative,0.4,App Stability
Customer support helped me resolve my issue quickly Please fix!,customer support helped me resolve my issue quickly please fix!,5,2026-03-25,CBE,positive,0.41666666666666663,Customer Support
"Fast and secure, recommended for everyone Update needed.","fast and secure, recommended for everyone update needed.",5,2025-12-21,CBE,positive,0.30000000000000004,Transaction Performance
App crashes when I try to pay bills So frustrating.,app crashes when i try to pay bills so frustrating.,4,2025-12-26,CBE,negative,0.4,App Stability
"Login issues every time, very frustrating Highly recommend.","login issues every time, very frustrating highly recommend.",5,2026-02-12,CBE,negative,0.18,Account Access
Good app but needs fingerprint login feature Highly recommend.,good app but needs fingerprint login feature highly recommend.,5,2026-05-16,CBE,positive,0.43,Account Access
Fingerprint login would make it perfect Highly recommend.,fingerprint login would make it perfect highly recommend.,5,2026-05-07,CBE,positive,0.58,Account Access
"OTP never arrives, please fix this issue urgently Highly recommend.","otp never arrives, please fix this issue urgently highly recommend.",5,2026-03-28,CBE,positive,0.16,Account Access
"Fast and secure, recommended for everyone Great work!","fast and secure, recommended for everyone great work!",4,2025-11-30,CBE,positive,0.5333333333333333,Transaction Performance
Transaction failed multiple times today Update needed.,transaction failed multiple times today update needed.,4,2026-03-18,CBE,negative,0.25,Transaction Performance
"OTP never arrives, please fix this issue urgently Update needed.","otp never arrives, please fix this issue urgently update needed.",3,2026-05-14,CBE,neutral,0.5,Account Access
"Slow loading during transfers, takes forever Please fix!","slow loading during transfers, takes forever please fix!",3,2026-01-31,BOA,negative,0.37500000000000006,Transaction Performance
"UI is confusing, not user friendly Update needed.","ui is confusing, not user friendly update needed.",4,2025-11-22,BOA,neutral,0.5,UI and Design
"Unable to check balance, shows error Please fix!","unable to check balance, shows error please fix!",1,2025-11-22,BOA,negative,0.625,Account Access
"Slow loading during transfers, takes forever Highly recommend.","slow loading during transfers, takes forever highly recommend.",2,2026-01-15,BOA,neutral,0.5,Transaction Performance
App freezes on payment screen every time Highly recommend.,app freezes on payment screen every time highly recommend.,3,2026-02-12,BOA,positive,0.16,Transaction Performance
Customer support is helpful but app needs work Please fix!,customer support is helpful but app needs work please fix!,4,2026-01-02,BOA,neutral,0.5,Customer Support
Support team resolved my issue in 10 minutes Update needed.,support team resolved my issue in minutes update needed.,2,2026-02-12,BOA,neutral,0.5,Customer Support
Please add QR payment feature Highly recommend.,please add qr payment feature highly recommend.,2,2026-01-24,BOA,positive,0.16,Feature Requests
App freezes on payment screen every time Great work!,app freezes on payment screen every time great work!,2,2026-01-03,BOA,positive,1.0,Transaction Performance
Fingerprint login would be great addition Please fix!,fingerprint login would be great addition please fix!,4,2026-04-19,BOA,positive,1.0,Feature Requests
"Slow loading during transfers, takes forever Please fix!","slow loading during transfers, takes forever please fix!",1,2026-02-16,BOA,negative,0.37500000000000006,Transaction Performance
"Transaction failed multiple times today, very frustrating Very disappointed.","transaction failed multiple times today, very frustrating very disappointed.",3,2026-04-21,BOA,negative,0.49875,Transaction Performance
"OTP not received, cannot complete transaction","otp not received, cannot complete transaction",1,2026-05-04,BOA,positive,0.1,Transaction Performance
Customer support is helpful but app needs work Highly recommend.,customer support is helpful but app needs work highly recommend.,4,2026-05-18,BOA,positive,0.16,Customer Support
"Transaction failed multiple times today, very frustrating Highly recommend.","transaction failed multiple times today, very frustrating highly recommend.",3,2026-03-28,BOA,negative,0.215,Transaction Performance
"Unable to check balance, shows error Very disappointed.","unable to check balance, shows error very disappointed.",3,2025-12-18,BOA,negative,0.7375,Account Access
Fingerprint login would be great addition So frustrating.,fingerprint login would be great addition so frustrating.,2,2026-04-30,BOA,positive,0.2,Feature Requests
"UI is confusing, not user friendly Please fix!","ui is confusing, not user friendly please fix!",3,2026-03-27,BOA,neutral,0.5,UI and Design
Needs better notification system Very disappointed.,needs better notification system very disappointed.,1,2026-01-03,BOA,negative,0.23750000000000004,Feature Requests
"Unable to check balance, shows error Highly recommend.","unable to check balance, shows error highly recommend.",1,2025-11-29,BOA,negative,0.16999999999999998,Account Access
Fingerprint login would be great addition Please fix!,fingerprint login would be great addition please fix!,4,2025-12-29,BOA,positive,1.0,Feature Requests
"UI is confusing, not user friendly Highly recommend.","ui is confusing, not user friendly highly recommend.",1,2026-01-23,BOA,neutral,0.5,UI and Design
"App crashes frequently, very unreliable Highly recommend.","app crashes frequently, very unreliable highly recommend.",1,2026-03-28,BOA,positive,0.18,App Stability
Needs better notification system Update needed.,needs better notification system update needed.,4,2026-04-17,BOA,positive,0.5,Feature Requests
Security features are good but app is slow Please fix!,security features are good but app is slow please fix!,2,2026-02-20,BOA,positive,0.16249999999999995,Transaction Performance
"Unable to check balance, shows error","unable to check balance, shows error",3,2026-03-11,BOA,negative,0.5,Account Access
"Unable to check balance, shows error Update needed.","unable to check balance, shows error update needed.",3,2026-01-29,BOA,negative,0.5,Account Access
Needs better notification system,needs better notification system,4,2026-02-16,BOA,positive,0.5,Feature Requests
App freezes on payment screen every time Very disappointed.,app freezes on payment screen every time very disappointed.,1,2026-01-16,BOA,negative,0.9750000000000001,Transaction Performance
"UI is confusing, not user friendly So frustrating.","ui is confusing, not user friendly so frustrating.",2,2026-05-18,BOA,negative,0.10833333333333334,UI and Design
Fingerprint login would be great addition,fingerprint login would be great addition,5,2026-01-28,BOA,positive,0.8,Feature Requests
"Transaction failed multiple times today, very frustrating So frustrating.","transaction failed multiple times today, very frustrating so frustrating.",4,2026-02-12,BOA,negative,0.355,Transaction Performance
Customer support is helpful but app needs work Please fix!,customer support is helpful but app needs work please fix!,2,2026-02-11,BOA,neutral,0.5,Customer Support
App freezes on payment screen every time So frustrating.,app freezes on payment screen every time so frustrating.,4,2026-01-29,BOA,negative,0.4,Transaction Performance
Fingerprint login would be great addition,fingerprint login would be great addition,4,2026-01-02,BOA,positive,0.8,Feature Requests
"Unable to check balance, shows error So frustrating.","unable to check balance, shows error so frustrating.",4,2026-01-29,BOA,negative,0.45,Account Access
Needs better notification system Please fix!,needs better notification system please fix!,1,2026-05-02,BOA,positive,0.625,Feature Requests
Support team resolved my issue in 10 minutes Update needed.,support team resolved my issue in minutes update needed.,1,2025-12-10,BOA,neutral,0.5,Customer Support
Login issues every time I try to use the app Please fix!,login issues every time i try to use the app please fix!,2,2026-02-05,BOA,neutral,0.5,Account Access
Good features but needs performance improvement,good features but needs performance improvement,2,2026-03-18,BOA,positive,0.7,Feature Requests
Customer support is helpful but app needs work Highly recommend.,customer support is helpful but app needs work highly recommend.,4,2026-02-06,BOA,positive,0.16,Customer Support
Please add QR payment feature Please fix!,please add qr payment feature please fix!,4,2025-11-23,BOA,neutral,0.5,Feature Requests
Good features but needs performance improvement Please fix!,good features but needs performance improvement please fix!,3,2026-02-17,BOA,positive,0.875,Feature Requests
Needs better notification system Great work!,needs better notification system great work!,4,2026-04-15,BOA,positive,0.75,Feature Requests
"Slow loading during transfers, takes forever Update needed.","slow loading during transfers, takes forever update needed.",5,2026-05-12,BOA,negative,0.30000000000000004,Transaction Performance
Good features but needs performance improvement,good features but needs performance improvement,3,2026-04-30,BOA,positive,0.7,Feature Requests
Customer support is helpful but app needs work So frustrating.,customer support is helpful but app needs work so frustrating.,2,2026-04-18,BOA,negative,0.4,Customer Support
Login issues every time I try to use the app Please fix!,login issues every time i try to use the app please fix!,2,2026-01-02,BOA,neutral,0.5,Account Access
Security features are good but app is slow Please fix!,security features are good but app is slow please fix!,1,2026-01-23,BOA,positive,0.16249999999999995,Transaction Performance
"Slow loading during transfers, takes forever","slow loading during transfers, takes forever",3,2026-02-09,BOA,negative,0.30000000000000004,Transaction Performance
Login issues every time I try to use the app Very disappointed.,login issues every time i try to use the app very disappointed.,1,2026-02-08,BOA,negative,0.9750000000000001,Account Access
"App crashes frequently, very unreliable Very disappointed.","app crashes frequently, very unreliable very disappointed.",5,2026-02-14,BOA,negative,0.38750000000000007,App Stability
"Transaction failed multiple times today, very frustrating So frustrating.","transaction failed multiple times today, very frustrating so frustrating.",5,2026-03-03,BOA,negative,0.355,Transaction Performance
"UI is confusing, not user friendly Please fix!","ui is confusing, not user friendly please fix!",1,2026-01-26,BOA,neutral,0.5,UI and Design
Good features but needs performance improvement Update needed.,good features but needs performance improvement update needed.,3,2026-01-24,BOA,positive,0.7,Feature Requests
App freezes on payment screen every time Very disappointed.,app freezes on payment screen every time very disappointed.,1,2026-04-25,BOA,negative,0.9750000000000001,Transaction Performance
Security features are good but app is slow Highly recommend.,security features are good but app is slow highly recommend.,1,2026-05-06,BOA,positive,0.18666666666666665,Transaction Performance
Login issues every time I try to use the app So frustrating.,login issues every time i try to use the app so frustrating.,2,2026-02-03,BOA,negative,0.4,Account Access
Needs better notification system Highly recommend.,needs better notification system highly recommend.,1,2026-05-05,BOA,positive,0.33,Feature Requests
Please add QR payment feature Update needed.,please add qr payment feature update needed.,5,2026-02-07,BOA,neutral,0.5,Feature Requests
Needs better notification system So frustrating.,needs better notification system so frustrating.,5,2026-03-25,BOA,neutral,0.5,Feature Requests
"UI is confusing, not user friendly Update needed.","ui is confusing, not user friendly update needed.",4,2025-12-10,BOA,neutral,0.5,UI and Design
"OTP not received, cannot complete transaction Update needed.","otp not received, cannot complete transaction update needed.",3,2026-04-14,BOA,positive,0.1,Transaction Performance
"Slow loading during transfers, takes forever So frustrating.","slow loading during transfers, takes forever so frustrating.",1,2025-12-23,BOA,negative,0.35000000000000003,Transaction Performance
Needs better notification system Great work!,needs better notification system great work!,3,2026-04-11,BOA,positive,0.75,Feature Requests
"Slow loading during transfers, takes forever Please fix!","slow loading during transfers, takes forever please fix!",2,2026-01-16,BOA,negative,0.37500000000000006,Transaction Performance
"Transaction failed multiple times today, very frustrating So frustrating.","transaction failed multiple times today, very frustrating so frustrating.",4,2026-03-02,BOA,negative,0.355,Transaction Performance
Customer support is helpful but app needs work So frustrating.,customer support is helpful but app needs work so frustrating.,3,2026-01-09,BOA,negative,0.4,Customer Support
Please add QR payment feature Very disappointed.,please add qr payment feature very disappointed.,3,2026-01-01,BOA,negative,0.9750000000000001,Feature Requests
Support team resolved my issue in 10 minutes Great work!,support team resolved my issue in minutes great work!,2,2026-01-30,BOA,positive,1.0,Customer Support
"UI is confusing, not user friendly So frustrating.","ui is confusing, not user friendly so frustrating.",5,2026-02-14,BOA,negative,0.10833333333333334,UI and Design
Customer support is helpful but app needs work,customer support is helpful but app needs work,1,2025-12-06,BOA,neutral,0.5,Customer Support
Good features but needs performance improvement So frustrating.,good features but needs performance improvement so frustrating.,1,2026-01-29,BOA,positive,0.14999999999999997,Feature Requests
"Unable to check balance, shows error","unable to check balance, shows error",2,2026-05-15,BOA,negative,0.5,Account Access
App freezes on payment screen every time Update needed.,app freezes on payment screen every time update needed.,3,2026-04-23,BOA,neutral,0.5,Transaction Performance
Please add QR payment feature Very disappointed.,please add qr payment feature very disappointed.,2,2026-05-09,BOA,negative,0.9750000000000001,Feature Requests
Fingerprint login would be great addition So frustrating.,fingerprint login would be great addition so frustrating.,4,2026-01-23,BOA,positive,0.2,Feature Requests
Please add QR payment feature Very disappointed.,please add qr payment feature very disappointed.,4,2026-03-07,BOA,negative,0.9750000000000001,Feature Requests
"Unable to check balance, shows error","unable to check balance, shows error",3,2026-01-19,BOA,negative,0.5,Account Access
Support team resolved my issue in 10 minutes Great work!,support team resolved my issue in minutes great work!,2,2025-12-24,BOA,positive,1.0,Customer Support
Support team resolved my issue in 10 minutes,support team resolved my issue in minutes,1,2026-01-04,BOA,neutral,0.5,Customer Support
"App crashes frequently, very unreliable","app crashes frequently, very unreliable",1,2026-05-01,BOA,positive,0.2,App Stability
"Unable to check balance, shows error Please fix!","unable to check balance, shows error please fix!",3,2026-04-29,BOA,negative,0.625,Account Access
Support team resolved my issue in 10 minutes Great work!,support team resolved my issue in minutes great work!,2,2026-03-17,BOA,positive,1.0,Customer Support
"Transaction failed multiple times today, very frustrating Please fix!","transaction failed multiple times today, very frustrating please fix!",1,2026-03-05,BOA,negative,0.3833333333333333,Transaction Performance
"UI is confusing, not user friendly Very disappointed.","ui is confusing, not user friendly very disappointed.",1,2025-12-30,BOA,negative,0.30000000000000004,UI and Design
Fingerprint login would be great addition Please fix!,fingerprint login would be great addition please fix!,2,2026-04-25,BOA,positive,1.0,Feature Requests
Customer support is helpful but app needs work Please fix!,customer support is helpful but app needs work please fix!,1,2026-01-19,BOA,neutral,0.5,Customer Support
"Transaction failed multiple times today, very frustrating So frustrating.","transaction failed multiple times today, very frustrating so frustrating.",3,2025-12-16,BOA,negative,0.355,Transaction Performance
"Unable to check balance, shows error","unable to check balance, shows error",3,2026-02-03,BOA,negative,0.5,Account Access
"Slow loading during transfers, takes forever Highly recommend.","slow loading during transfers, takes forever highly recommend.",4,2026-05-12,BOA,neutral,0.5,Transaction Performance
Fingerprint login would be great addition Please fix!,fingerprint login would be great addition please fix!,2,2026-03-01,BOA,positive,1.0,Feature Requests
"Unable to check balance, shows error Highly recommend.","unable to check balance, shows error highly recommend.",2,2025-11-25,BOA,negative,0.16999999999999998,Account Access
Login issues every time I try to use the app So frustrating.,login issues every time i try to use the app so frustrating.,1,2026-05-10,BOA,negative,0.4,Account Access
Security features are good but app is slow Update needed.,security features are good but app is slow update needed.,4,2026-04-17,BOA,positive,0.19999999999999996,Transaction Performance
Good features but needs performance improvement So frustrating.,good features but needs performance improvement so frustrating.,1,2026-04-19,BOA,positive,0.14999999999999997,Feature Requests
App freezes on payment screen every time,app freezes on payment screen every time,3,2026-03-25,BOA,neutral,0.5,Transaction Performance
Login issues every time I try to use the app So frustrating.,login issues every time i try to use the app so frustrating.,4,2026-03-19,BOA,negative,0.4,Account Access
"Transaction failed multiple times today, very frustrating Great work!","transaction failed multiple times today, very frustrating great work!",3,2025-12-27,BOA,neutral,0.5,Transaction Performance
Customer support is helpful but app needs work Very disappointed.,customer support is helpful but app needs work very disappointed.,1,2026-04-26,BOA,negative,0.9750000000000001,Customer Support
App freezes on payment screen every time Please fix!,app freezes on payment screen every time please fix!,5,2026-04-11,BOA,neutral,0.5,Transaction Performance
App freezes on payment screen every time So frustrating.,app freezes on payment screen every time so frustrating.,2,2026-03-25,BOA,negative,0.4,Transaction Performance
Good features but needs performance improvement Please fix!,good features but needs performance improvement please fix!,1,2026-05-02,BOA,positive,0.875,Feature Requests
Please add QR payment feature So frustrating.,please add qr payment feature so frustrating.,2,2026-02-10,BOA,negative,0.4,Feature Requests
"Slow loading during transfers, takes forever Highly recommend.","slow loading during transfers, takes forever highly recommend.",4,2026-02-24,BOA,neutral,0.5,Transaction Performance
Please add QR payment feature Update needed.,please add qr payment feature update needed.,1,2025-12-05,BOA,neutral,0.5,Feature Requests
Needs better notification system So frustrating.,needs better notification system so frustrating.,1,2026-04-28,BOA,neutral,0.5,Feature Requests
"UI is confusing, not user friendly Very disappointed.","ui is confusing, not user friendly very disappointed.",3,2025-12-23,BOA,negative,0.30000000000000004,UI and Design
Login issues every time I try to use the app Please fix!,login issues every time i try to use the app please fix!,1,2026-05-09,BOA,neutral,0.5,Account Access
"App crashes frequently, very unreliable Great work!","app crashes frequently, very unreliable great work!",4,2026-04-17,BOA,positive,0.6,App Stability
"Unable to check balance, shows error So frustrating.","unable to check balance, shows error so frustrating.",1,2026-01-25,BOA,negative,0.45,Account Access
"App crashes frequently, very unreliable Update needed.","app crashes frequently, very unreliable update needed.",1,2026-03-25,BOA,positive,0.2,App Stability
